Date,Open,High,Low,Close,Volume,Adj Close
2016-03-11,34.950001,35.00,34.950001,35.00,600,35.00
2016-03-10,35.18,35.18,34.990002,34.990002,800,34.990002
2016-03-09,35.00,35.00,35.00,35.00,1400,35.00
2016-03-08,34.950001,35.00,33.259998,35.00,600,35.00
2016-03-07,34.950001,34.990002,34.950001,34.990002,700,34.990002
2016-03-04,34.50,35.400002,33.049999,35.25,4100,35.25
2016-03-03,36.200001,36.200001,34.23,34.939999,4600,34.939999
2016-03-02,36.200001,36.200001,35.50,35.50,1500,35.50
2016-03-01,36.950001,36.950001,35.029999,35.700001,5800,35.700001
2016-02-29,37.00,37.00,35.00,35.880001,2800,35.880001
2016-02-26,37.00,37.00,36.470001,36.470001,3200,36.470001
2016-02-25,39.50,39.50,37.00,37.790001,1600,37.790001
2016-02-24,39.099998,39.150002,38.950001,38.950001,1000,38.950001
2016-02-23,41.43,41.43,34.959999,38.48,1100,38.48
2016-02-22,35.049999,42.490002,35.049999,42.490002,500,42.490002
2016-02-19,35.00,35.00,35.00,35.00,700,35.00
2016-02-18,34.259998,34.259998,34.259998,34.259998,000,34.259998
2016-02-17,35.00,35.00,34.259998,34.259998,1800,34.259998
2016-02-16,35.00,36.799999,35.00,35.200001,1500,35.200001
2016-02-12,35.00,35.00,33.00,35.00,1000,35.00
2016-02-11,33.009998,33.009998,33.009998,33.009998,000,33.009998
2016-02-10,31.99,33.009998,31.00,33.009998,2400,33.009998
2016-02-09,31.00,31.129999,31.00,31.129999,1300,30.944999
2016-02-08,31.01,31.049999,30.76,31.049999,900,30.865475
2016-02-05,31.00,31.00,31.00,31.00,100,30.815773
2016-02-04,31.00,31.059999,31.00,31.059999,600,30.875415
2016-02-03,30.65,31.01,30.65,31.01,600,30.825713
2016-02-02,30.469999,31.040001,30.469999,31.040001,400,30.855536
2016-02-01,31.50,31.50,31.00,31.00,1700,30.815773
2016-01-29,31.00,31.43,31.00,31.43,1600,31.243217
2016-01-28,31.00,31.52,31.00,31.42,2900,31.233277
2016-01-27,30.549999,31.040001,30.549999,31.040001,500,30.855536
2016-01-26,31.00,31.00,31.00,31.00,3900,30.815773
2016-01-25,30.950001,31.02,30.950001,31.02,300,30.835654
2016-01-22,30.74,31.00,30.549999,30.549999,4000,30.368446
